-6.132517041598100072e-01, 5.908660124831998511e-03
-2.767835473407407321e-01, 1.745740491427637264e-03
0.000000000000000000e+00, 0.000000000000000000e+00
5.240926467826508839e-01, -1.913600154064908077e-03
4.203925158395264816e+00, -5.606512732084907580e-03
8.572241963863008962e+00, -6.747958438018361246e-03
1.816448836481552931e+01, -7.721544481314543233e-03
2.918053122705980940e+01, -8.191551536698905844e-03

-6.639406429800335241e-01, -1.200331330535695074e+00
-5.837885523259527254e-01, -1.269228594937698018e-01
0.000000000000000000e+00, 0.000000000000000000e+00
7.777330839337309731e-01, -6.880191557714565587e-02
4.653096543446944011e+00, -4.036295594459809455e-01
9.034636304395338158e+00, -5.184434012740567477e-01
1.863108094009626825e+01, -6.167176192973254922e-01
2.964795504140033700e+01, -6.641839094585082481e-01

1.802787850069776376e-01, -6.227287979350082381e-01
-2.901089408332774844e-01, -1.002550459291206453e+00
0.000000000000000000e+00, 0.000000000000000000e+00
1.158451694158234346e+00, 4.270635024819083858e-01
5.554212301869771551e+00, -2.698335898141657196e-02
9.974773605796947606e+00, -2.526968181378527190e-01
1.958364161239686041e+01, -4.479307241202282186e-01
3.060297664349409175e+01, -5.423672831373921310e-01

1.362869385901652963e+00, -2.406082832514420955e-02
1.132055985743248616e+00, -8.439479655958481708e-01
0.000000000000000000e+00, 0.000000000000000000e+00
9.472900031472053506e-01, 1.384542752834201140e+00
6.030080395967269524e+00, 1.174370298911477262e+00
1.051508046634658733e+01, 8.432519631357302536e-01
2.014457713758813640e+01, 5.517365249412931050e-01
3.116800222714944724e+01, 4.103814670738946124e-01

6.158446725775476027e-01, 3.829271251177578939e-01
1.352544391117112665e+00, 9.388362646329216910e-01
0.000000000000000000e+00, 0.000000000000000000e+00
-1.596467387366115043e-01, 2.043603099528871425e+00
5.561743818319615507e+00, 2.490235971444338059e+00
1.013596953088208963e+01, 2.061883237173179673e+00
1.979426730831321990e+01, 1.675100899659792253e+00
3.082341065390229673e+01, 1.486904865714848478e+00

-5.959306349209294584e-01, 1.166946792408982692e+00
-5.034000364634342306e-01, 1.647191787529296292e+00
0.000000000000000000e+00, 0.000000000000000000e+00
-1.637278719998901400e+00, 1.648112711445560485e+00
4.461563726852855183e+00, 3.097110479109313363e+00
9.148927811460140447e+00, 2.582300918756829766e+00
1.884415342708734187e+01, 2.101601649667269811e+00
2.988064192811374298e+01, 1.866667909663465741e+00

-6.304261056894184811e-01, 4.761399692001067607e-01
-1.633944868072680023e+00, 1.770725603184120089e-02
0.000000000000000000e+00, 0.000000000000000000e+00
-2.473979283695347142e+00, 1.795243099099836370e-01
3.590809046363032664e+00, 2.808482963013128497e+00
8.414113464590904812e+00, 2.220510893991221035e+00
1.815433526474991410e+01, 1.647578419481704470e+00
2.919979415791473443e+01, 1.366035982759335576e+00

-6.896108280333347329e-01, -1.035127747136870946e+00
-4.521866948687298660e-01, -1.316738161707610821e+00
0.000000000000000000e+00, 0.000000000000000000e+00
-2.003488857790505673e+00, -1.516315968210573129e+00
3.571324162874550900e+00, 2.247446650779197252e+00
8.552032701202723075e+00, 1.602011998978274843e+00
1.834524817574317268e+01, 9.388617648625381396e-01
2.940130067445417694e+01, 6.108653691198371316e-01

-2.059956487629260868e-01, -8.724861589586275779e-01
7.877162365420511403e-01, -6.543195750182169146e-01
0.000000000000000000e+00, 0.000000000000000000e+00
-4.917901110400395570e-01, -2.367014714207016368e+00
4.212212001806475037e+00, 2.271246432697285655e+00
9.370233921615765738e+00, 1.586323811629388070e+00
